==============================================================================
==============================================================================
Thu. Aug. 20 2020                  LANDSAT 5                       Time: 19:00
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: L2                          Path / Row - 194 / 26
Reference Image: terrain_HDF.l1g

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 92.7%
Rank   2 --  7.3%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1940262228   49.05649     10.70138    -0.11      0.28     0.31     1 
1940262234   49.05231     10.96486     0.01      0.06     0.06     1 
1940262235   49.05155     11.00876     0.16     -0.06     0.17     1 
1940262240   49.04752     11.22826    -0.12      0.17     0.21     1 
1940262260   49.04297      8.81212    -0.24      0.21     0.32     1 
1940262261   49.04304      8.85605    -0.14      0.05     0.14     1 
1940262262   49.04308      8.89997    -0.19      0.05     0.20     1 
1940262263   49.04311      8.94390    -0.07     -0.13     0.14     1 
1940262264   49.04313      8.98782    -0.02      0.11     0.11     1 
1940262265   49.04312      9.03175     0.02      0.13     0.13     1 
1940262266   49.04310      9.07567     0.15      0.24     0.28     1 
1940262268   49.04301      9.16352    -0.44      0.28     0.52     2 
1940262270   49.04285      9.25137    -0.20     -0.02     0.20     1 
1940262273   49.04249      9.38314    -0.05     -0.11     0.12     1 
1940262274   49.04234      9.42706     0.07     -0.03     0.08     1 
1940262275   49.04217      9.47099    -0.46     -0.28     0.54     2 
1940262276   49.04198      9.51491    -0.07      0.05     0.09     1 
1940262281   49.04079      9.73451     0.01      0.04     0.04     1 
1940262283   49.04020      9.82235    -0.30     -0.04     0.30     1 
1940262288   49.03842     10.04193    -0.03     -0.15     0.15     1 
1940262290   49.03760     10.12975     0.37      0.35     0.51     2 
1940262291   49.03716     10.17366    -0.24      0.09     0.26     1 
1940262292   49.03670     10.21757    -0.12     -0.05     0.13     1 
1940262294   49.03574     10.30539     0.17     -0.06     0.18     1 
1940262295   49.03524     10.34930    -0.20      0.09     0.22     1 
1940262296   49.03472     10.39320     0.01      0.15     0.15     1 
1940262297   49.03418     10.43711     0.23      0.05     0.23     1 
1940262300   49.03246     10.56881     0.13      0.19     0.23     1 
1940262303   49.03060     10.70050    -0.05      0.30     0.30     1 
1940262304   49.02994     10.74439    -0.05      0.12     0.13     1 
1940262305   49.02927     10.78828    -0.49     -0.02     0.49     1 
1940262311   49.02489     11.05160    -0.12     -0.23     0.26     1 
1940262313   49.02329     11.13936    -0.15     -0.45     0.48     1 
1940262318   49.01902     11.35872    -0.15     -0.03     0.15     1 
1940262334   49.01699      8.76832     0.06      0.05     0.07     1 
1940262335   49.01707      8.81222    -0.17      0.06     0.18     1 
1940262336   49.01713      8.85612    -0.21      0.10     0.23     1 
1940262337   49.01718      8.90002    -0.20      0.32     0.38     1 
1940262338   49.01721      8.94393    -0.19      0.17     0.26     1 
1940262339   49.01722      8.98783    -0.04      0.03     0.05     1 
1940262340   49.01722      9.03173    -0.08      0.04     0.09     1 
1940262341   49.01720      9.07563    -0.13     -0.12     0.18     1 
1940262343   49.01710      9.16344     0.19      0.07     0.20     1 
1940262345   49.01695      9.25124     0.03     -0.19     0.19     1 
1940262346   49.01684      9.29514     0.07      0.08     0.10     1 
1940262350   49.01626      9.47074    -0.22      0.12     0.25     1 
1940262357   49.01460      9.77803    -0.03     -0.52     0.52     2 
1940262359   49.01397      9.86582    -0.02     -0.29     0.29     1 
1940262363   49.01252     10.04139    -0.13     -0.07     0.15     1 
1940262365   49.01169     10.12917     0.03      0.25     0.25     1 
1940262366   49.01126     10.17305    -0.02      0.08     0.08     1 
1940262368   49.01033     10.26083    -0.04      0.02     0.04     1 
1940262369   49.00984     10.30471     0.37      0.22     0.43     1 
1940262370   49.00934     10.34860     0.07      0.12     0.14     1 
1940262371   49.00882     10.39248    -0.07      0.15     0.17     1 
1940262372   49.00828     10.43636    -0.10      0.05     0.11     1 
1940262380   49.00337     10.78736    -0.32      0.22     0.39     1 
1940262381   49.00269     10.83122    -0.15      0.24     0.29     1 
1940262382   49.00198     10.87509    -0.47     -0.32     0.57     2 
1940262387   48.99821     11.09439    -0.24     -0.18     0.30     1 
1940262393   48.99313     11.35749    -0.10     -0.06     0.12     1 
1940262409   48.99108      8.76844    -0.14      0.03     0.15     1 
1940262410   48.99116      8.81232    -0.22      0.18     0.29     1 
1940262411   48.99122      8.85620    -0.14      0.07     0.15     1 
1940262412   48.99127      8.90008    -0.02      0.17     0.17     1 
1940262413   48.99130      8.94396    -0.07     -0.08     0.10     1 
1940262414   48.99131      8.98783    -0.01      0.11     0.11     1 
1940262415   48.99131      9.03171     0.10     -0.12     0.16     1 
1940262416   48.99129      9.07559    -0.42      0.23     0.48     1 
1940262417   48.99125      9.11947    -0.07     -0.14     0.15     1 
1940262418   48.99120      9.16335     0.04      0.12     0.12     1 
1940262419   48.99113      9.20723     0.01      0.07     0.07     1 
1940262420   48.99104      9.25111    -0.31     -0.02     0.31     1 
1940262421   48.99094      9.29499    -0.28      0.15     0.31     1 
1940262422   48.99081      9.33887    -0.24      0.26     0.36     1 
1940262424   48.99052      9.42662    -0.17      0.04     0.18     1 
1940262426   48.99017      9.51437    -0.10      0.04     0.11     1 
1940262429   48.98950      9.64600    -0.19     -0.12     0.22     1 
1940262438   48.98662     10.04085    -0.26     -0.09     0.27     1 
1940262439   48.98621     10.08471    -0.02      0.35     0.35     1 
1940262442   48.98490     10.21631     0.03     -0.01     0.03     1 
1940262443   48.98443     10.26017    -0.02      0.16     0.16     1 
1940262446   48.98292     10.39176    -0.13     -0.38     0.41     1 
1940262447   48.98238     10.43562     0.02     -0.07     0.07     1 
1940262448   48.98183     10.47947    -0.05     -0.16     0.17     1 
1940262450   48.98067     10.56718    -0.12     -0.05     0.13     1 
1940262454   48.97815     10.74258    -0.01      0.14     0.14     1 
1940262455   48.97748     10.78643    -0.18      0.06     0.19     1 
1940262456   48.97679     10.83028    -0.19      0.40     0.44     1 
1940262457   48.97609     10.87412     0.00     -0.05     0.05     1 
1940262458   48.97537     10.91796     0.19      0.02     0.19     1 
1940262459   48.97463     10.96180    -0.52      0.14     0.54     2 
1940262461   48.97310     11.04947    -0.09     -0.46     0.47     1 
1940262484   48.96517      8.76856    -0.13      0.19     0.23     1 
1940262485   48.96525      8.81241     0.01      0.17     0.17     1 
1940262486   48.96531      8.85627    -0.16      0.13     0.20     1 
1940262487   48.96536      8.90013    -0.11      0.08     0.14     1 
1940262488   48.96539      8.94398     0.07      0.05     0.08     1 
1940262489   48.96540      8.98784    -0.14      0.12     0.18     1 
1940262490   48.96540      9.03170    -0.23     -0.14     0.27     1 
1940262491   48.96538      9.07555     0.07      0.04     0.08     1 
1940262492   48.96534      9.11941     0.11      0.16     0.19     1 
1940262493   48.96529      9.16327    -0.05     -0.03     0.06     1 
1940262494   48.96522      9.20712     0.20      0.20     0.29     1 
1940262496   48.96503      9.29483     0.05      0.37     0.38     1 
1940262497   48.96491      9.33869    -0.20      0.09     0.22     1 
1940262499   48.96462      9.42640     0.24      0.04     0.24     1 
1940262500   48.96445      9.47025    -0.02      0.04     0.04     1 
1940262502   48.96406      9.55796    -0.13      0.14     0.19     1 
1940262503   48.96384      9.60182     0.07      0.18     0.19     1 
1940262507   48.96279      9.77722    -0.35      0.11     0.37     1 
1940262508   48.96248      9.82107     0.01      0.08     0.08     1 
1940262509   48.96216      9.86492    -0.07      0.10     0.13     1 
1940262510   48.96182      9.90877    -0.17     -0.07     0.19     1 
1940262511   48.96147      9.95262     0.05     -0.00     0.05     1 
1940262512   48.96110      9.99646    -0.01      0.10     0.10     1 
1940262514   48.96031     10.08415    -0.28      0.18     0.34     1 
1940262519   48.95804     10.30336     0.01      0.10     0.10     1 
1940262522   48.95648     10.43487    -0.22     -0.04     0.22     1 
1940262523   48.95593     10.47870    -0.01     -0.19     0.19     1 
1940262526   48.95417     10.61020     0.13      0.10     0.17     1 
1940262527   48.95354     10.65403    -0.09     -0.23     0.24     1 
1940262528   48.95291     10.69786    -0.16      0.22     0.28     1 
1940262531   48.95090     10.82933    -0.01      0.21     0.21     1 
1940262532   48.95019     10.87315    -0.18     -0.02     0.18     1 
1940262533   48.94947     10.91697    -0.13      0.17     0.21     1 
1940262538   48.94562     11.13603    -0.04      0.38     0.38     1 
1940262541   48.94311     11.26745    -0.22      0.26     0.34     1 
1940262544   48.94046     11.39885    -0.18     -0.18     0.25     1 
1940262559   48.93926      8.76868    -0.22      0.22     0.31     1 
1940262560   48.93935      8.81251    -0.06      0.08     0.10     1 
1940262561   48.93941      8.85634     0.16      0.29     0.33     1 
1940262562   48.93945      8.90018     0.15      0.06     0.17     1 
1940262563   48.93948      8.94401     0.02      0.15     0.15     1 
1940262565   48.93949      9.03168    -0.11      0.04     0.12     1 
1940262566   48.93947      9.07551     0.08      0.12     0.15     1 
1940262567   48.93944      9.11935    -0.03      0.10     0.11     1 
1940262568   48.93938      9.16318    -0.18      0.07     0.19     1 
1940262569   48.93931      9.20702     0.18      0.16     0.24     1 
1940262570   48.93922      9.25085     0.20      0.09     0.22     1 
1940262572   48.93900      9.33851    -0.18      0.07     0.19     1 
1940262573   48.93886      9.38235    -0.22     -0.06     0.22     1 
1940262574   48.93871      9.42618     0.10      0.15     0.18     1 
1940262575   48.93854      9.47001    -0.10      0.16     0.19     1 
1940262576   48.93835      9.51384    -0.17      0.33     0.37     1 
1940262577   48.93815      9.55767     0.07      0.18     0.19     1 
1940262578   48.93793      9.60150    -0.40      0.48     0.62     2 
1940262581   48.93717      9.73299    -0.11     -0.10     0.15     1 
1940262582   48.93688      9.77682     0.51      0.04     0.52     2 
1940262583   48.93658      9.82065     0.30     -0.26     0.40     1 
1940262584   48.93626      9.86447    -0.15      0.11     0.19     1 
1940262585   48.93592      9.90830     0.05      0.13     0.14     1 
1940262586   48.93557      9.95212    -0.19      0.31     0.36     1 
1940262587   48.93520      9.99595     0.02      0.04     0.05     1 
1940262592   48.93310     10.21505    -0.08      0.04     0.09     1 
1940262593   48.93263     10.25887    -0.17     -0.11     0.20     1 
1940262602   48.92765     10.65317     0.21     -0.16     0.26     1 
1940262604   48.92636     10.74078    -0.18      0.27     0.32     1 
1940262605   48.92569     10.78458     0.03      0.06     0.07     1 
1940262607   48.92430     10.87218    -0.18      0.11     0.21     1 
1940262608   48.92358     10.91597    -0.32      0.15     0.35     1 
1940262610   48.92209     11.00356     0.19      0.13     0.23     1 
1940262618   48.91547     11.35384    -0.32      0.03     0.32     1 
1940262634   48.91336      8.76880     0.01      0.10     0.10     1 
1940262636   48.91350      8.85642    -0.02      0.02     0.03     1 
1940262637   48.91355      8.90023    -0.01      0.01     0.01     1 
1940262638   48.91358      8.94404    -0.04      0.02     0.04     1 
1940262639   48.91359      8.98785     0.06     -0.01     0.06     1 
1940262640   48.91358      9.03166    -0.40      0.16     0.43     1 
1940262641   48.91356      9.07548     0.07      0.15     0.17     1 
1940262642   48.91353      9.11929     0.00      0.11     0.11     1 
1940262643   48.91347      9.16310     0.06      0.02     0.07     1 
1940262644   48.91340      9.20691     0.05      0.04     0.07     1 
1940262645   48.91332      9.25072     0.11      0.16     0.19     1 
1940262646   48.91321      9.29453    -0.01      0.15     0.15     1 
1940262649   48.91280      9.42596    -0.05      0.08     0.09     1 
1940262651   48.91245      9.51358    -0.17     -0.09     0.19     1 
1940262652   48.91224      9.55738     0.02      0.18     0.18     1 
1940262653   48.91202      9.60119    -0.14     -0.24     0.28     1 
1940262655   48.91153      9.68881    -0.01      0.17     0.17     1 
1940262659   48.91035      9.86402    -0.05      0.04     0.07     1 
1940262660   48.91002      9.90783    -0.32      0.20     0.38     1 
1940262661   48.90966      9.95163     0.14      0.15     0.20     1 
1940262662   48.90929      9.99543    -0.19      0.28     0.34     1 
1940262663   48.90891     10.03923    -0.12      0.13     0.17     1 
1940262669   48.90624     10.30201    -0.18     -0.08     0.20     1 
1940262670   48.90574     10.34581     0.16     -0.10     0.19     1 
1940262672   48.90468     10.43339    -0.49     -0.01     0.49     1 
1940262677   48.90175     10.65232     0.10      0.15     0.18     1 
1940262678   48.90112     10.69610    -0.19     -0.12     0.22     1 
1940262679   48.90046     10.73988    -0.17      0.02     0.17     1 
1940262681   48.89911     10.82744     0.02     -0.12     0.12     1 
1940262685   48.89620     11.00253     0.19      0.38     0.42     1 
1940262689   48.89303     11.17759     0.22      0.25     0.33     1 
1940262690   48.89219     11.22135     0.19      0.21     0.28     1 
1940262708   48.88735      8.72513     0.17      0.20     0.26     1 
1940262709   48.88745      8.76892    -0.17     -0.29     0.33     1 
1940262712   48.88764      8.90028    -0.04     -0.00     0.04     1 
1940262714   48.88768      8.98786    -0.14     -0.03     0.14     1 
1940262716   48.88766      9.07544     0.11      0.05     0.12     1 
1940262717   48.88762      9.11923     0.21      0.14     0.25     1 
1940262718   48.88757      9.16301     0.13      0.02     0.13     1 
1940262719   48.88750      9.20680     0.03      0.06     0.06     1 
1940262724   48.88690      9.42574    -0.03      0.28     0.28     1 
1940262725   48.88673      9.46953    -0.15      0.15     0.22     1 
1940262726   48.88654      9.51331    -0.08      0.09     0.12     1 
1940262727   48.88634      9.55710    -0.23      0.11     0.26     1 
1940262728   48.88612      9.60088    -0.04      0.18     0.18     1 
1940262731   48.88536      9.73223    -0.12      0.35     0.37     1 
1940262735   48.88411      9.90736     0.05     -0.09     0.11     1 
1940262736   48.88376      9.95114     0.05      0.06     0.08     1 
1940262737   48.88339      9.99492    -0.03     -0.04     0.04     1 
1940262739   48.88260     10.08247    -0.12     -0.07     0.14     1 
1940262744   48.88034     10.30134     0.02      0.23     0.23     1 
1940262745   48.87984     10.34511    -0.16      0.36     0.39     1 
1940262746   48.87932     10.38888    -0.04      0.08     0.09     1 
1940262752   48.87585     10.65146    -0.00     -0.25     0.25     1 
1940262756   48.87321     10.82649    -0.16      0.63     0.65     2 
1940262757   48.87251     10.87025    -0.14     -0.04     0.15     1 
1940262761   48.86954     11.04524    -0.10     -0.20     0.23     1 
1940262766   48.86545     11.26394    -0.18     -0.07     0.19     1 
1940262767   48.86458     11.30767     0.28     -0.17     0.33     1 
1940262768   48.86370     11.35140    -0.21      0.23     0.32     1 
1940262783   48.86145      8.72527    -0.08     -0.20     0.21     1 
1940262784   48.86154      8.76904    -0.17     -0.02     0.17     1 
1940262785   48.86162      8.81280     0.29     -0.03     0.29     1 
1940262787   48.86173      8.90033    -0.13      0.06     0.15     1 
1940262788   48.86176      8.94410    -0.07     -0.02     0.07     1 
1940262789   48.86177      8.98786    -0.18      0.14     0.23     1 
1940262790   48.86177      9.03163     0.20      0.04     0.21     1 
1940262791   48.86175      9.07540     0.17     -0.02     0.17     1 
1940262794   48.86159      9.20669    -0.15      0.12     0.19     1 
1940262795   48.86150      9.25046     0.08      0.31     0.32     1 
1940262796   48.86140      9.29423    -0.10      0.07     0.12     1 
1940262797   48.86128      9.33799     0.02      0.08     0.08     1 
1940262798   48.86114      9.38175     0.04     -0.26     0.27     1 
1940262799   48.86099      9.42552     0.13      0.03     0.13     1 
1940262800   48.86082      9.46928    -0.22      0.06     0.23     1 
1940262801   48.86063      9.51305    -0.18      0.20     0.26     1 
1940262802   48.86043      9.55681    -0.14      0.13     0.19     1 
1940262803   48.86021      9.60057    -0.02     -0.22     0.23     1 
1940262804   48.85997      9.64433    -0.18      0.14     0.23     1 
1940262805   48.85972      9.68810     0.25      0.36     0.44     1 
1940262806   48.85945      9.73185     0.01      0.28     0.28     1 
1940262808   48.85886      9.81938     0.01      0.03     0.03     1 
1940262809   48.85854      9.86313    -0.18      0.08     0.20     1 
1940262810   48.85821      9.90689    -0.03      0.19     0.20     1 
1940262813   48.85710     10.03816     0.17      0.20     0.26     1 
1940262815   48.85628     10.12567    -0.11      0.04     0.12     1 
1940262820   48.85393     10.34442    -0.14      0.19     0.24     1 
1940262821   48.85342     10.38816    -0.41      0.20     0.46     1 
1940262827   48.84996     10.65061     0.12      0.35     0.37     1 
1940262828   48.84932     10.69435     0.05      0.13     0.14     1 
1940262829   48.84867     10.73808    -0.01     -0.06     0.06     1 
1940262834   48.84517     10.95674     0.20      0.20     0.29     1 
1940262835   48.84442     11.00046    -0.09     -0.26     0.27     1 
1940262839   48.84125     11.17534    -0.14     -0.13     0.19     1 
1940262841   48.83956     11.26277     0.17      0.05     0.18     1 
1940262842   48.83870     11.30648    -0.18     -0.01     0.18     1 
1940262857   48.83543      8.68167     0.11     -0.07     0.13     1 
1940262858   48.83554      8.72541    -0.23      0.05     0.23     1 
1940262859   48.83563      8.76916    -0.11      0.00     0.11     1 
1940262860   48.83571      8.81290    -0.20     -0.16     0.26     1 
1940262861   48.83578      8.85664    -0.12     -0.19     0.23     1 
1940262862   48.83582      8.90038    -0.05     -0.55     0.55     2 
1940262863   48.83585      8.94413    -0.06      0.06     0.08     1 
1940262864   48.83586      8.98787    -0.43     -0.01     0.43     1 
1940262867   48.83580      9.11910     0.19      0.19     0.27     1 
1940262868   48.83575      9.16285     0.10      0.22     0.24     1 
1940262869   48.83568      9.20659     0.03      0.21     0.22     1 
1940262872   48.83537      9.33782     0.11      0.09     0.14     1 
1940262873   48.83523      9.38156     0.05     -0.05     0.07     1 
1940262874   48.83508      9.42530    -0.07      0.02     0.07     1 
1940262878   48.83430      9.60026     0.08      0.09     0.11     1 
1940262879   48.83407      9.64400     0.00      0.06     0.06     1 
1940262880   48.83381      9.68774     0.14     -0.33     0.35     1 
1940262882   48.83326      9.77521    -0.22     -0.05     0.22     1 
1940262883   48.83296      9.81895    -0.01      0.18     0.18     1 
1940262884   48.83264      9.86269    -0.09      0.31     0.33     1 
1940262886   48.83195      9.95016    -0.14      0.24     0.28     1 
1940262887   48.83158      9.99389    -0.00     -0.18     0.18     1 
1940262888   48.83120     10.03762    -0.12      0.13     0.17     1 
1940262889   48.83079     10.08136     0.12      0.25     0.27     1 
1940262892   48.82949     10.21254    -0.21      0.35     0.40     1 
1940262893   48.82902     10.25627    -0.31     -0.18     0.36     1 
1940262897   48.82698     10.43117    -0.01      0.18     0.18     1 
1940262902   48.82406     10.64976    -0.19      0.17     0.26     1 
1940262904   48.82278     10.73719    -0.11      0.19     0.22     1 
1940262905   48.82211     10.78090    -0.20      0.41     0.46     1 
1940262908   48.82001     10.91202     0.24      0.41     0.48     1 
1940262910   48.81852     10.99943    -0.23      0.14     0.27     1 
1940262915   48.81453     11.21791    -0.18     -0.44     0.47     1 
1940262933   48.80963      8.72555    -0.19      0.08     0.21     1 
1940262934   48.80973      8.76928    -0.11      0.03     0.12     1 
1940262935   48.80981      8.81300    -0.10      0.00     0.10     1 
1940262936   48.80987      8.85672     0.03     -0.07     0.08     1 
1940262938   48.80994      8.94416     0.10     -0.02     0.10     1 
1940262940   48.80995      9.03160     0.00      0.10     0.10     1 
1940262941   48.80993      9.07532     0.07      0.20     0.21     1 
1940262942   48.80990      9.11904     0.08     -0.05     0.09     1 
1940262943   48.80984      9.16276     0.02     -0.01     0.03     1 
1940262944   48.80977      9.20648     0.13      0.11     0.17     1 
1940262947   48.80946      9.33764    -0.01      0.02     0.02     1 
1940262949   48.80917      9.42508     0.08      0.16     0.18     1 
1940262952   48.80862      9.55624     0.07      0.03     0.08     1 
1940262954   48.80816      9.64367     0.08      0.21     0.22     1 
1940262958   48.80705      9.81853    -0.14      0.14     0.20     1 
1940262959   48.80673      9.86224     0.06      0.13     0.14     1 
1940262961   48.80604      9.94967     0.08      0.23     0.25     1 
1940262962   48.80568      9.99338    -0.12     -0.37     0.39     1 
1940262963   48.80529     10.03709    -0.15      0.12     0.19     1 
1940262964   48.80489     10.08080    -0.16      0.36     0.40     1 
1940262965   48.80447     10.12451    -0.39      0.09     0.40     1 
1940262967   48.80359     10.21192    -0.58      0.11     0.60     2 
1940262970   48.80213     10.34303    -0.08      0.43     0.44     1 
1940262973   48.80053     10.47413    -0.20      0.13     0.24     1 
1940262978   48.79753     10.69260     0.05      0.11     0.12     1 
1940262980   48.79621     10.77998     0.10      0.17     0.20     1 
1940262981   48.79553     10.82367     0.42      0.13     0.44     1 
1940262982   48.79483     10.86735    -0.18     -0.17     0.25     1 
1940262983   48.79411     10.91104     0.20      0.01     0.20     1 
1940262988   48.79028     11.12943    -0.23     -0.07     0.24     1 
1940263008   48.78372      8.72570    -0.25     -0.05     0.26     1 
1940263009   48.78382      8.76939    -0.20     -0.06     0.21     1 
1940263010   48.78390      8.81309    -0.17      0.02     0.18     1 
1940263011   48.78396      8.85679    -0.02     -0.24     0.24     1 
1940263012   48.78401      8.90049    -0.13     -0.12     0.18     1 
1940263013   48.78404      8.94419    -0.05      0.14     0.15     1 
1940263014   48.78405      8.98788    -0.10      0.06     0.12     1 
1940263016   48.78402      9.07528    -0.10     -0.02     0.10     1 
1940263017   48.78399      9.11898     0.03     -0.04     0.05     1 
1940263018   48.78393      9.16268     0.18      0.03     0.18     1 
1940263019   48.78386      9.20637     0.14      0.01     0.14     1 
1940263020   48.78378      9.25007     0.23     -0.01     0.23     1 
1940263021   48.78368      9.29377     0.08      0.02     0.08     1 
1940263022   48.78355      9.33747     0.03     -0.02     0.03     1 
1940263023   48.78342      9.38116    -0.01      0.09     0.09     1 
1940263024   48.78327      9.42486    -0.01     -0.01     0.02     1 
1940263025   48.78310      9.46856    -0.07      0.24     0.25     1 
1940263027   48.78271      9.55595     0.01      0.20     0.20     1 
1940263029   48.78225      9.64334    -0.08      0.06     0.10     1 
1940263030   48.78200      9.68703     0.02      0.38     0.38     1 
1940263031   48.78173      9.73072    -0.12      0.02     0.12     1 
1940263033   48.78115      9.81811    -0.13      0.14     0.20     1 
1940263034   48.78083      9.86180     0.03      0.16     0.16     1 
1940263035   48.78049      9.90549    -0.11     -0.01     0.11     1 
1940263036   48.78014      9.94918    -0.03      0.19     0.19     1 
1940263037   48.77977      9.99287    -0.02      0.34     0.34     1 
1940263038   48.77939     10.03655    -0.13      0.16     0.20     1 
1940263039   48.77899     10.08024    -0.02      0.25     0.25     1 
1940263046   48.77571     10.38602    -0.14     -0.04     0.15     1 
1940263047   48.77518     10.42970    -0.33     -0.02     0.33     1 
1940263049   48.77406     10.51705    -0.22      0.30     0.37     1 
1940263050   48.77348     10.56072     0.00      0.21     0.21     1 
1940263052   48.77226     10.64806    -0.18      0.20     0.27     1 
1940263054   48.77098     10.73540     0.07      0.19     0.21     1 
1940263055   48.77032     10.77907     0.01      0.13     0.13     1 
1940263056   48.76963     10.82273    -0.13      0.40     0.42     1 
1940263058   48.76822     10.91005     0.12      0.01     0.12     1 
1940263059   48.76749     10.95372    -0.19     -0.05     0.20     1 
1940263067   48.76103     11.30292    -0.14      0.01     0.14     1 
1940263082   48.75770      8.68216     0.25     -0.36     0.44     1 
1940263083   48.75782      8.72584    -0.06      0.08     0.10     1 
1940263084   48.75791      8.76951    -0.00      0.03     0.03     1 
1940263085   48.75799      8.81319     0.01      0.16     0.16     1 
1940263086   48.75805      8.85686    -0.20      0.08     0.22     1 
1940263087   48.75810      8.90054    -0.24     -0.04     0.24     1 
1940263088   48.75813      8.94421    -0.20     -0.01     0.20     1 
1940263090   48.75814      9.03157    -0.06     -0.03     0.07     1 
1940263091   48.75812      9.07524    -0.04     -0.09     0.09     1 
1940263092   48.75808      9.11892     0.00      0.00     0.00     1 
1940263093   48.75803      9.16259     0.09     -0.06     0.11     1 
1940263094   48.75796      9.20627    -0.03      0.10     0.11     1 
1940263095   48.75787      9.24994     0.11     -0.03     0.12     1 
1940263096   48.75777      9.29362     0.05      0.02     0.05     1 
1940263097   48.75765      9.33729    -0.11      0.08     0.14     1 
1940263098   48.75751      9.38097    -0.04      0.03     0.05     1 
1940263099   48.75736      9.42464    -0.16      0.08     0.17     1 
1940263100   48.75719      9.46832     0.03      0.53     0.53     2 
1940263101   48.75700      9.51199    -0.25     -0.00     0.25     1 
1940263102   48.75680      9.55566    -0.53      0.04     0.53     2 
1940263103   48.75658      9.59933    -0.02      0.02     0.03     1 
1940263104   48.75635      9.64301     0.25     -0.07     0.26     1 
1940263105   48.75610      9.68668     0.10      0.07     0.12     1 
1940263106   48.75583      9.73035    -0.11      0.15     0.18     1 
1940263107   48.75554      9.77402    -0.10      0.08     0.13     1 
1940263108   48.75524      9.81769    -0.13      0.10     0.16     1 
1940263109   48.75492      9.86136    -0.12      0.02     0.12     1 
1940263110   48.75459      9.90502     0.09      0.13     0.16     1 
1940263111   48.75424      9.94869    -0.20      0.29     0.35     1 
1940263113   48.75348     10.03602    -0.19      0.16     0.25     1 
1940263114   48.75308     10.07969    -0.04      0.19     0.19     1 
1940263115   48.75267     10.12335     0.12     -0.11     0.16     1 
1940263117   48.75178     10.21067    -0.02     -0.01     0.02     1 
1940263119   48.75083     10.29799    -0.08     -0.17     0.19     1 
1940263122   48.74928     10.42896    -0.28     -0.03     0.28     1 
1940263123   48.74873     10.47261     0.00      0.26     0.26     1 
1940263124   48.74817     10.51627    -0.46     -0.15     0.48     1 
1940263125   48.74758     10.55992    -0.21      0.03     0.21     1 
1940263126   48.74698     10.60357    -0.30      0.36     0.47     1 
1940263127   48.74637     10.64722    -0.16      0.07     0.18     1 
1940263128   48.74574     10.69086     0.14      0.25     0.29     1 
1940263130   48.74442     10.77815    -0.18      0.32     0.37     1 
1940263131   48.74374     10.82179     0.07      0.12     0.14     1 
1940263132   48.74304     10.86543     0.07      0.08     0.11     1 
1940263133   48.74233     10.90907     0.21     -0.01     0.21     1 
1940263134   48.74159     10.95271     0.29     -0.19     0.34     1 
1940263135   48.74085     10.99635     0.47      0.19     0.50     2 
1940263137   48.73930     11.08361     0.17      0.06     0.18     1 
1940263138   48.73850     11.12724     0.19     -0.06     0.20     1 
1940263139   48.73769     11.17087     0.25      0.17     0.31     1 
1940263140   48.73686     11.21449     0.13      0.22     0.25     1 
1940263141   48.73601     11.25812    -0.05     -0.06     0.08     1 
1940263142   48.73515     11.30174     0.12     -0.20     0.23     1 
1940263157   48.73179      8.68233     0.05     -0.01     0.05     1 
1940263158   48.73191      8.72598    -0.14     -0.08     0.16     1 
1940263159   48.73200      8.76963    -0.14     -0.00     0.14     1 
1940263160   48.73208      8.81328    -0.25     -0.11     0.28     1 
1940263161   48.73214      8.85694    -0.06      0.02     0.06     1 
1940263162   48.73219      8.90059     0.05     -0.42     0.42     1 
1940263163   48.73222      8.94424    -0.13     -0.28     0.31     1 
1940263164   48.73223      8.98790    -0.17     -0.05     0.18     1 
1940263165   48.73223      9.03155    -0.08      0.17     0.19     1 
1940263166   48.73221      9.07520     0.02     -0.02     0.02     1 
1940263167   48.73217      9.11886     0.14      0.04     0.14     1 
1940263168   48.73212      9.16251    -0.05      0.08     0.09     1 
1940263169   48.73205      9.20616    -0.09      0.01     0.10     1 
1940263170   48.73196      9.24982     0.02     -0.05     0.05     1 
1940263171   48.73186      9.29347     0.13      0.10     0.16     1 
1940263172   48.73174      9.33712     0.23      0.06     0.24     1 
1940263173   48.73160      9.38077     0.07      0.13     0.15     1 
1940263174   48.73145      9.42442     0.04     -0.01     0.04     1 
1940263175   48.73128      9.46808     0.06     -0.07     0.09     1 
1940263176   48.73110      9.51173     0.00     -0.00     0.00     1 
1940263177   48.73089      9.55538    -0.18      0.14     0.23     1 
1940263178   48.73067      9.59903    -0.06     -0.12     0.13     1 
1940263179   48.73044      9.64268     0.06     -0.07     0.09     1 
1940263180   48.73019      9.68633    -0.18     -0.01     0.18     1 
